collection_no,collection.authorizer,license,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,occurrence_no,pubyr,type_specimen,type_body_part,collection.reference_no,10_my_bin,environment
123427,M. Clapham,CC BY,n. gen.,Cretoxenoides,n. sp.,erdeniensis,,,,,1010887,2010,PIN 4300/1,exoskeleton,39556,Cretaceous 1,terrestrial indet.
123428,M. Clapham,CC BY,n. gen.,Metrioxenoides,n. sp.,pusillus,,,,,1010893,1998,Booth Museum 019615/-6,exoskeleton,39557,Cretaceous 1,peritidal
123430,M. Clapham,CC BY,n. gen.,Botsvania,n. sp.,cretacea,,,,,989297,2007,BP/2/26835/1,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,,Empis,n. sp.,orapaensis,,,,,914334,1989,BP/2/26953,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,n. gen.,Maimetshorapia,n. sp.,africana,,,,,1005026,2009,BP/2/28222-11,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,,Rugopimpla,n. sp.,botswana,,,,,964692,2010,BP/2/27390,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,n. gen.,Orapaeus,n. sp.,cretaceus,,,,,1109626,1994,BP/2/27257,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,?,Orapia,n. sp.,minor,,,,,990788,2004,BP/2/26924,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,,Curiosivespa,n. sp.,orapa,,,,,990768,1992,BP/2/27125,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,n. gen.,Afromaimetsha,n. sp.,robusta,,,,,1005025,2009,BP/2/27111-1,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,,Labenopimpla,n. sp.,orapa,,,,,964691,2010,BP/2/2540-1,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,n. gen.,Afropone,n. sp.,oculata,,,,,990787,2004,BP/2/28072a/2,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,n. gen.,Palaeoaxinidium,n. sp.,orapensis,,,,,1005145,1991,BP/2/18302,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,n. gen.,Chalscelio,n. sp.,orapa,,,,,989296,2007,BP/2/26990,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,,Afrapia,n. sp.,variicornis,,,,,1005024,2009,BP/2/27215,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,?,Afropone,n. sp.,orapa,,,,,990786,2004,BP/2/26628/1,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,n. gen.,Pseudoacarterus,n. sp.,orapaensis,,,,,986093,1989,BP/2/25224ab,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,,Bibiodes,,sp.,,,,,1194085,1904,,,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,,Helius,n. sp.,botswanensis,,,,,989298,1990,BP/2/26000,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,n. gen.,Afrapia,n. sp.,globularis,,,,,1005023,2009,BP/2/28003(BP/2/28069),exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,n. gen.,Orapauletes,n. sp.,cretaceus,,,,,1010925,2009,BP/2/26974,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,n. gen.,Afromyrma,n. sp.,petrosa,,,,,990785,2004,BP/2/26501,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,n. gen.,Priorparagia,n. sp.,anancites,,,,,1106600,2008,BP/2/28070-1,exoskeleton,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,?,Siphonophoroides,n. sp.,orapaensis,,,,,985666,1989,BP/2/25970,forewing,38250,Cretaceous 6,lacustrine - small
123430,M. Clapham,CC BY,n. gen.,Orapia,n. sp.,rayneri,,,,,990789,2004,BP/2/26924,exoskeleton,38250,Cretaceous 6,lacustrine - small
123433,M. Clapham,CC BY,n. gen.,Sinomodus,n. sp.,spatiosus,,,,,1010986,2009,TNP-42592,exoskeleton,39594,Cretaceous 2,lacustrine - large
123434,M. Clapham,CC BY,,Turanophlebia,n. sp.,sinica,,,,,1010987,2009,NIGP 148201,exoskeleton,39597,Cretaceous 2,lacustrine - large
123434,M. Clapham,CC BY,n. gen.,Gigantoberis,n. sp.,liaoningensis,,,,,1011028,2007,NIGP 133705,exoskeleton,39597,Cretaceous 2,lacustrine - large
123436,M. Clapham,CC BY,n. gen.,Mnasthaia,n. sp.,arverniorum,,,,,1179737,2006,MNHN-LP.R 63851,exoskeleton,39599,Cenozoic 1,crater lake
123436,M. Clapham,CC BY,n. gen.,Cenocimbex,n. sp.,menatensis,,,,,1003695,2004,MNHN-LP-R 11195,exoskeleton,39599,Cenozoic 1,crater lake
123436,M. Clapham,CC BY,,Palaeovespa,n. sp.,menatensis,,Paleovespa,n. sp.,menatensis,1179732,2006,MNHN Auvray 21.6,exoskeleton,39599,Cenozoic 1,crater lake
123436,M. Clapham,CC BY,n. gen.,Paleolomatia,n. sp.,menatensis,,,,,1016217,2008,MNHN-LP-R.63892,exoskeleton,39599,Cenozoic 1,crater lake
123436,M. Clapham,CC BY,,Arvernineura,,insignis,,,,,1011003,1940,MNHN-LP-R 07020,wing,39599,Cenozoic 1,crater lake
123436,M. Clapham,CC BY,n. gen.,Cintux,n. sp.,menatensis,,,,,1070063,2012,MNHN F.A45773,exoskeleton,39599,Cenozoic 1,crater lake
123437,M. Clapham,CC BY,,Nogueroblatta,,fontllongae,,,,,1184129,1993,LC-2386-IEI,exoskeleton,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,,Pachypsyche,,vidali,,,,,1109670,1902,MGB 543(544),exoskeleton,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,?,Anaglyphites,n. sp.,pluricavus,,,,,915415,2006,IEI LP 97G,exoskeleton,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,,Mesoblattina,,colominasi,,,,,1184128,1914,MGSB 26.948,exoskeleton,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,,Palaeaeschna,,vidali,,,,,1109669,1914,MGB 504,nymph,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,,Angarosphex,n. sp.,penyalveri,,,,,1011021,2000,LP-0163-G/IEI,exoskeleton,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,,Cionocoleus,n. sp.,longicapitis,,,,,915414,2006,IEI LP 0164G,exoskeleton,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,,Cretaholocompsa,,montsecana,,,,,1184131,1993,LC-1704-IEI,exoskeleton,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,,Hirmoneura,,richterae,,Hirmoneura,,richterae,1184135,2000,MNHN B48822 NB,exoskeleton,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,,Bolbonectes,n. sp.,lithographicus,,Bolbonectus,n. sp.,lithographicus,1179790,2000,IEI LP-122-P,exoskeleton,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,n. gen.,Montsecosphex,n. sp.,jarzembowskii,,,,,1011020,2000,LP-4132-IEI,exoskeleton,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,n. gen.,Hispanochlorogomphus,n. sp.,rossi,,,,,990934,2008,IEI LP-0096,hindwing,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,,Nogueroblatta,,nana,,,,,1184130,1993,LP-021-GDGP,tegmen,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,n. gen.,Cretoserphus,n. sp.,gomezi,,,,,1011019,2000,LP-0652-G/IEI,exoskeleton,39604,Cretaceous 2,lacustrine - large
123437,M. Clapham,CC BY,n. gen.,Cretobestiola,n. sp.,hispanica,n. gen.,Bestiola,n. sp.,hispanica,1011023,1999,LP92/SC/3662,exoskeleton,39604,Cretaceous 2,lacustrine - large
123440,M. Clapham,CC BY,n. gen.,Pyrenicocephalus,n. sp.,jarzembowskii,,,,,1011041,2010,NHML In 64680,cephalon/head,39614,Cenozoic 2,marginal marine indet.
123442,M. Clapham,CC BY,,Magrebarcta,n. sp.,africana,,Liassotettigarcta,n. sp.,africana,1011047,1998,MPOM 103,forewing,39617,Cretaceous 3,terrestrial indet.
123443,M. Clapham,CC BY,,Cretorabus,n. sp.,sulcatus,,,,,1011056,2005,BMB 019612,exoskeleton,39623,Cretaceous 1,lagoonal/restricted shallow subtidal
123444,M. Clapham,CC BY,,Cionocoleus,n. sp.,cervicalis,,,,,1180043,2007,CNU-C-LB2006007,exoskeleton,39622,Cretaceous 3,lacustrine - large
123444,M. Clapham,CC BY,,Primipentatoma,,peregrina,,,,,1104605,2013,CNU-HE-LB2006001,exoskeleton,39622,Cretaceous 3,lacustrine - large
123444,M. Clapham,CC BY,,Vetanthocoris,n. sp.,longispicus,,,,,1033517,2006,CNU-HE-LL2006001,exoskeleton,39622,Cretaceous 3,lacustrine - large
123444,M. Clapham,CC BY,,Pristinochterus,,zhangi,,,,,1011055,2007,CNU-HE-LB2006301(302),exoskeleton,39622,Cretaceous 3,lacustrine - large
123445,M. Clapham,CC BY,,Pristinochterus,,zhangi,,,,,1011057,2007,CNU-HE-LB2006301(302),exoskeleton,39622,Cretaceous 3,lacustrine indet.
123446,M. Clapham,CC BY,,Notocupes,,sp.,,,,,1193474,1964,,,39628,Jurassic 1,pond
123446,M. Clapham,CC BY,?,Polysitum,,sp.,,,,,1193479,1923,,,39628,Jurassic 1,pond
123446,M. Clapham,CC BY,n. gen.,Odrowazicoris,n. sp.,polonicus,,,,,1011068,1996,MNISEAPS 2,forewing,39628,Jurassic 1,pond
123447,M. Clapham,CC BY,n. gen.,Guyuanaeschnidia,n. sp.,eximia,,,,,1011070,1982,NIGP 44785,hindwing,50344,Cretaceous 2,lacustrine - large
123447,M. Clapham,CC BY,n. gen.,Pseudoacrida,n. sp.,costata,,,,,1196798,1982,,tegmen,50344,Cretaceous 2,lacustrine - large
123447,M. Clapham,CC BY,,Mesolygaeus,,laiyangensis,,,,,1196807,1928,"22-25; Pl. III, figs. 3-6",exoskeleton,50344,Cretaceous 2,lacustrine - large
123448,M. Clapham,CC BY,n. gen.,Durlophlebia,n. sp.,radleyi,,,,,1011071,2002,MNEMG 2002.3,hindwing,39631,Cretaceous 1,lagoonal
123449,M. Clapham,CC BY,n. gen.,Ecdyoperla,n. sp.,fairlightensis,,,,,1011088,1998,BMNH In.15135,nymph,39639,Cretaceous 1,prodelta
123450,M. Clapham,CC BY,?,Pompilopterus,n. sp.,leei,,,,,1011129,1998,BMB 018525/6,forewing,39641,Cretaceous 2,lagoonal
123450,M. Clapham,CC BY,,Undatoma,n. sp.,bicolor,,,,,1011091,1998,BMB 018500/1,forewing,39641,Cretaceous 2,lagoonal
123450,M. Clapham,CC BY,?,Baissodes,,sp.,,,,,1011124,1975,,,39641,Cretaceous 2,lagoonal
123450,M. Clapham,CC BY,,Angarosphex,n. sp.,bleachi,,,,,1011123,1998,BMB 018515/6,forewing,39641,Cretaceous 2,lagoonal
123451,M. Clapham,CC BY,n. gen.,Cretarchistigma,n. sp.,greenwoodi,,,,,1011134,1998,BMB 018754/5,forewing,39641,Cretaceous 2,lagoonal
123451,M. Clapham,CC BY,,Archisphex,n. sp.,boothi,,,,,1011115,1991,BMB 014895/6,forewing,39641,Cretaceous 2,lagoonal
123451,M. Clapham,CC BY,,Trematothorax,n. sp.,valdensis,,,,,1011093,1998,BMB 018531/018499,forewing,39641,Cretaceous 2,lagoonal
123451,M. Clapham,CC BY,,Archisphex,n. sp.,proximus,,,,,1011118,1998,BMB 018530,forewing,39641,Cretaceous 2,lagoonal
123451,M. Clapham,CC BY,,Angarosphex,n. sp.,consensus,,,,,1011122,1998,BMB 018532/3,forewing,39641,Cretaceous 2,lagoonal
123451,M. Clapham,CC BY,,Cretevania,n. sp.,concordia,,,,,1011105,1998,BMB 018510/1,forewing,39641,Cretaceous 2,lagoonal
123452,M. Clapham,CC BY,,Pachycoleon,n. sp.,woodlei,,Buprestium,n. sp.,woodlei,1100665,1854,,elytra,49700,Cretaceous 1,lagoonal/restricted shallow subtidal
123453,M. Clapham,CC BY,,Angarosphex,,goldringi,,,,,1011121,1991,BMB 014893/4,forewing,39641,Cretaceous 2,marginal marine indet.
123454,M. Clapham,CC BY,?,Pompilopterus,n. sp.,worssami,,,,,1011128,1998,BMB 018508/9,forewing,39641,Cretaceous 2,lagoonal
123455,M. Clapham,CC BY,,Cretarchistigma,,greenwoodi,,,,,1011137,1998,BMB 018754/5,forewing,39642,Cretaceous 2,lagoonal/restricted shallow subtidal
123457,M. Clapham,CC BY,,Pachnobium,,dreuxi,,,,,1011168,2010,,exoskeleton,39649,,terrestrial indet.
123461,M. Clapham,CC BY,n. gen.,Woottonia,n. sp.,phalerata,,,,,1011179,1991,PIN 1275/1,exoskeleton,39634,Triassic 4,terrestrial indet.
123463,M. Clapham,CC BY,,Cupes,n. sp.,manifestus,,,,,966050,2010,MNT-06-902,exoskeleton,39660,Cenozoic 1,crater lake
123463,M. Clapham,CC BY,n. gen.,Cryptohelops,n. sp.,menaticus,,,,,1192054,2014,MNT 05 712A,exoskeleton,39660,Cenozoic 1,crater lake
123463,M. Clapham,CC BY,n. gen.,Paleorhopalosoma,n. sp.,menatensis,,,,,1011192,2010,MNT-06-3533,exoskeleton,39660,Cenozoic 1,crater lake
123463,M. Clapham,CC BY,,Cupes,n. sp.,orbiculatus,,,,,966051,2010,MNT-05-198,exoskeleton,39660,Cenozoic 1,crater lake
123464,M. Clapham,CC BY,n. gen.,Derancheperla,n. sp.,collaris,,,,,1019424,1990,PIN 4307/1284,exoskeleton,39634,Cretaceous 3,terrestrial indet.
123464,M. Clapham,CC BY,,Juleyrodes,n. sp.,gilli,,,,,1095873,2000,PIN 4307/231,forewing,39634,Cretaceous 3,terrestrial indet.
123464,M. Clapham,CC BY,n. gen.,Khotontaphis,n. sp.,lachnoides,,,,,1023953,1989,PIN 4307/194,exoskeleton,39634,Cretaceous 3,terrestrial indet.
123464,M. Clapham,CC BY,,Auliepterix,n. sp.,minima,,,,,1023963,1989,PIN 4307/39,exoskeleton,39634,Cretaceous 3,terrestrial indet.
123464,M. Clapham,CC BY,,Cretobraconus,n. sp.,mongolensis,,,,,1098773,1988,PIN 4307,exoskeleton,39634,Cretaceous 3,terrestrial indet.
123464,M. Clapham,CC BY,?,Chachotosha,n. sp.,perplexus,,,,,1026510,1996,PIN 4307/493,nymph,39634,Cretaceous 3,terrestrial indet.
123464,M. Clapham,CC BY,,Baleyopteryx,n. sp.,bibula,,,,,1019425,1990,PIN 4307/15,exoskeleton,39634,Cretaceous 3,terrestrial indet.
123464,M. Clapham,CC BY,n. gen.,Chachotosha,n. sp.,probatus,,,,,1026509,1996,PIN 4307/897,exoskeleton,39634,Cretaceous 3,terrestrial indet.
123465,M. Clapham,CC BY,n. gen.,Baisopsychops,n. sp.,lambkini,,,,,1201783,1997,PIN 3064/969,forewing,39634,Cretaceous 3,lacustrine - large
123465,M. Clapham,CC BY,,Annulaphis,n. sp.,mostovskini,,,,,1168256,2008,PIN 3064/4563,exoskeleton,39634,Cretaceous 3,lacustrine - large
123465,M. Clapham,CC BY,,Hoploridium,,dollingi,,,,,1011198,1991,PIN 1989/3555,exoskeleton,39634,Cretaceous 3,lacustrine - large
123465,M. Clapham,CC BY,,Mesithone,,proberotha,,,,,1195131,1999,PIN 3064/2403,forewing,39634,Cretaceous 3,lacustrine - large
123466,M. Clapham,CC BY,,Hoploridium,,dollingi,,,,,1011199,1991,PIN 1989/3555,exoskeleton,39634,Cretaceous 3,lacustrine - large
123468,M. Clapham,CC BY,,Hoploridium,,dollingi,,,,,1011200,1991,PIN 1989/3555,exoskeleton,39634,Cretaceous 3,lacustrine - large
123472,M. Clapham,CC BY,n. gen.,Parageotrupes,n. sp.,incanus,,,,,1011212,2010,CNU-COL-LB2009751,exoskeleton,39664,Cretaceous 2,lacustrine - large
123472,M. Clapham,CC BY,,Typhothauma,n. sp.,excelsa,,,,,1198527,2012,CNU-MEC-NN2009004,exoskeleton,39664,Cretaceous 2,lacustrine - large
123489,M. Clapham,CC BY,,Notonecta,n. sp.,mazzoniae,,,,,1011295,2010,MHIN-UNSL-GEO-I385,nymph,39679,Cretaceous 3,lacustrine indet.
123490,M. Clapham,CC BY,,Mesoblattina,n. sp.,limai,,,,,1011296,1986,MP-I-6400,exoskeleton,39681,Cretaceous 3,lacustrine - large
123510,M. Clapham,CC BY,,Choromyrmeleon,n. sp.,aspoeckorum,,,,,1011380,2008,CNU LB20003,exoskeleton,39695,Cretaceous 2,lacustrine - large
123524,M. Clapham,CC BY,,Miopsychopsis,,sikhotensis,,,,,1028880,1991,PIN 2073/27,forewing,39732,Cenozoic 5,terrestrial indet.
123528,M. Clapham,CC BY,,Tetraphalerus,n. sp.,okhotensis,,,,,1094617,1993,PIN 3800/1095,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,n. gen.,Khetana,n. sp.,decapitata,,,,,1094622,1993,PIN 3800/1317,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,n. gen.,Cretulio,n. sp.,nucula,,,,,1094626,1993,PIN 3800/1200,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,n. gen.,Emanrisca,n. sp.,empusa,,,,,1094698,1993,PIN 3800/170,forewing,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,,Notocupes,n. sp.,khetanensis,,,,,1094616,1993,PIN 3800/1096,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,,Khetanamonyx,n. sp.,crassirostris,,Oxycorynoides,n. sp.,crassirostris,1094621,1993,PIN 3800/1203,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,n. gen.,Khetania,n. sp.,mandibulata,,,,,1011473,1999,PIN 3800/67,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,,Cretalbiana,n. sp.,major,,,,,1144608,2013,PIN 3800/1186,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,n. gen.,Emanrhynchus,n. sp.,lebedevi,,,,,1094625,1993,PIN 3800/1204,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,,Ghilarella,n. sp.,nivalis,,,,,1094696,1993,PIN 3800/171,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,,Khetoxycorynoides,n. sp.,retardatus,,Belonotaris,n. sp.,retardatus,1094620,1993,PIN 3800/1264,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,,Armania,n. sp.,pristina,,,,,1011472,1999,PIN 3800/100,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,n. gen.,Cretalbiana,n. sp.,sukatshevae,,,,,1144607,2013,PIN 3800/1187,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,n. gen.,Anthribites,n. sp.,cretaceus,,,,,1094624,1993,PIN 3800/1209,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,n. gen.,Ulyana,n. sp.,nobilis,,,,,1041309,1993,PIN 3800/1199,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,,Ovrabites,n. sp.,incertus,,,,,1094619,1993,PIN 3800/1107,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123528,M. Clapham,CC BY,n. gen.,Auletomacer,n. sp.,disruptus,,,,,1094623,1993,PIN 3800/1198,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123529,M. Clapham,CC BY,,Armania,n. sp.,capitata,,,,,1011474,1999,PIN 3800/157,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123529,M. Clapham,CC BY,,Armania,,pristina,,,,,1011475,1999,PIN 3800/100,exoskeleton,44154,Cretaceous 4,lacustrine indet.
123530,M. Clapham,CC BY,,Armania,,sp.,,,,,1011476,1983,,,39728,Cretaceous 4,lacustrine indet.
123532,M. Clapham,CC BY,,Dunbaria,,borealis,,,,,1011485,1977,PIN 1631/1,forewing,39530,Permian 2,marine indet.
123533,M. Clapham,CC BY,,Permiakovia,,quinquefasciata,,Dunbaria,,quinquefasciata,1011486,1940,PIN 99/1,wing,39530,Permian 2,marine indet.
123534,M. Clapham,CC BY,n. gen.,Spilaptera,n. sp.,tanaica,,,,,1011487,1977,PIN 1866/1,forewing,39530,Carboniferous 5,terrestrial indet.
123536,M. Clapham,CC BY,n. gen.,Vorkutoneura,n. sp.,variabilis,,,,,1011490,1977,PIN 1631/2,hindwing,39530,Permian 2,marine indet.
123537,M. Clapham,CC BY,,Vorkutoneura,,variabilis,,,,,1011492,1977,PIN 1631/2,hindwing,39530,Permian 2,marine indet.
123615,M. Clapham,CC BY,,Polylepta,n. sp.,olenguiensis,,Polylepta,n. sp.,olenguiensis,1011731,2000,PIN 2328/2366,exoskeleton,39775,Cretaceous 3,lacustrine indet.
