"","specimen_no","occurrence_no","reference_no","specimen_id","sex","specimen_part","is_type","measurement_no","measurement_type","average"
"25500",106944,"1101441",44725,"SMF MeI 297","NULL","elytron","holotype",219483,"length","14"
"25502",106946,"1101441",44725,"SMF MeI 672","NULL","elytron","paratype",219485,"length","11.2"
"25505",106949,"1101442",44725,"SMF MeI 2671","NULL","elytron","paratype",219488,"length","10.4"
"25507",106951,"1101443",44725,"SMF MeI 2571","NULL","elytron","holotype",219490,"length","11"
"25509",106953,"1101443",44725,"SMF MeI 637","NULL","elytron","paratype",219492,"length","11.6"
"25511",106955,"1101443",44725,"SMF MeI 3357","NULL","elytron","paratype",219494,"length","10.6"
"25512",106956,"1101444",44725,"SMF MeI 1145","NULL","elytron","holotype",219495,"length","5.2"
"25515",106959,"1101445",8343,"NULL","NULL","wing","holotype",219498,"width","30"
"25516",106959,"1101445",8343,"NULL","NULL","wing","holotype",219499,"length","60"
"25517",106960,"1101446",44726,"NULL","NULL","forewing","holotype",219500,"length","8.5"
"25518",106961,"1101458",44739,"PIN 254/671","NULL","wing","holotype",219501,"length","6"
"25519",106963,"1101468",44748,"LDA 740","NULL","forewing","holotype",219504,"length","5.2"
"25520",107002,"1102379",44804,"NULL","NULL","forewing","holotype",219583,"width","6.1"
"25521",107002,"1102379",44804,"NULL","NULL","forewing","holotype",219584,"length","15"
"25523",107004,"1102379",44804,"NULL","NULL","forewing","paratype",219586,"width","5.5"
"25524",107004,"1102379",44804,"NULL","NULL","forewing","paratype",219587,"length","13"
"25525",107006,"1102550",44812,"NULL","NULL","wing","holotype",219591,"width","19"
"25526",107006,"1102550",44812,"NULL","NULL","wing","holotype",219592,"length","50"
"25527",107007,"1092075",44820,"PUM Mbg. 145","NULL","wing","holotype",219593,"width","8"
"25528",107007,"1092075",44820,"PUM Mbg. 145","NULL","wing","holotype",219594,"length","29"
"25529",107011,"1104035",44841,"NIGP 156221(ab)","NULL","forewing","holotype",219602,"width","14.3"
"25530",107011,"1104035",44841,"NIGP 156221(ab)","NULL","forewing","holotype",219603,"length","107.6"
"25531",107022,"1104509",44862,"JME SOS2050","NULL","forewing","NULL",219625,"width","34"
"25532",107022,"1104509",44862,"JME SOS2050","NULL","forewing","NULL",219626,"length","70"
"25534",107024,"1104510",44862,"Fig 2b","NULL","forewing","NULL",219628,"width","27"
"25535",107024,"1104510",44862,"Fig 2b","NULL","forewing","NULL",219629,"length","74"
"25537",107026,"1102331",44862,"NHMW2007z0142/0002","NULL","forewing","holotype",219631,"width","23"
"25538",107026,"1102331",44862,"NHMW2007z0142/0002","NULL","forewing","holotype",219632,"length","44"
"25540",107028,"1102329",44862,"NHMW2007z0142/0004","NULL","forewing","holotype",219634,"width","21"
"25541",107028,"1102329",44862,"NHMW2007z0142/0004","NULL","forewing","holotype",219635,"length","46"
"25543",107030,"1104515",44862,"SNSD BaJ1592","NULL","forewing","NULL",219637,"width","23"
"25544",107030,"1104515",44862,"SNSD BaJ1592","NULL","forewing","NULL",219638,"length","43"
"25546",107032,"1104516",44862,"JME SOS4882","NULL","forewing","NULL",219640,"width","20"
"25547",107032,"1104516",44862,"JME SOS4882","NULL","forewing","NULL",219641,"length","44"
"25549",107034,"1104516",44862,"JME SOS4881","NULL","forewing","NULL",219643,"length","40"
"25551",107036,"1182152",44862,"NH4034","NULL","forewing","NULL",219645,"width","20"
"25552",107036,"1182152",44862,"NH4034","NULL","forewing","NULL",219646,"length","43"
"25554",107038,"1104520",44862,"SMNS (no number)","NULL","forewing","NULL",219648,"width","20"
"25555",107038,"1104520",44862,"SMNS (no number)","NULL","forewing","NULL",219649,"length","45"
"25557",107040,"1104517",44862,"JME SOS1821","NULL","forewing","NULL",219651,"width","16"
"25558",107040,"1104517",44862,"JME SOS1821","NULL","forewing","NULL",219652,"length","35"
"25560",107042,"1103955",44862,"SNSD BaJ 1591","NULL","forewing","NULL",219654,"length","35"
"25562",107044,"1104518",44862,"NHMW2007z0142/0003","NULL","forewing","holotype",219656,"width","16"
"25563",107044,"1104518",44862,"NHMW2007z0142/0003","NULL","forewing","holotype",219657,"length","32"
"25565",107046,"1104498",28004,"fig 303","NULL","forewing","NULL",219659,"length","75"
"25566",107047,"1104513",28004,"Fig 302","NULL","forewing","NULL",219660,"length","50"
"25567",107059,"1104586",44868,"MNEMG 2008.2","NULL","hindwing","holotype",219677,"width","12"
"25568",107059,"1104586",44868,"MNEMG 2008.2","NULL","hindwing","holotype",219678,"length","15"
"25569",107060,"1104587",44871,"GMCB 04GNX1001","NULL","forewing","holotype",219679,"width","10"
"25570",107060,"1104587",44871,"GMCB 04GNX1001","NULL","forewing","holotype",219680,"length","25"
"25571",107061,"1104587",44871,"GMCB 97x128","NULL","forewing","paratype",219681,"width","13"
"25572",107061,"1104587",44871,"GMCB 97x128","NULL","forewing","paratype",219682,"length","34"
"25573",107062,"1104589",44872,"CNU-NX1-303","NULL","forewing","NULL",219683,"width","7.2"
"25574",107062,"1104589",44872,"CNU-NX1-303","NULL","forewing","NULL",219684,"length","18"
"25575",107063,"1104589",44872,"CNU-NX1-303","NULL","hindwing","NULL",219685,"length","15"
"25576",107064,"1104591",44873,"CNU-C-NN2010801","NULL","elytron","holotype",219686,"width","3.5"
"25577",107064,"1104591",44873,"CNU-C-NN2010801","NULL","elytron","holotype",219687,"length","7"
"25580",107066,"1104592",44873,"CNU-C-NN2010803","NULL","elytron","holotype",219690,"width","1.7"
"25581",107066,"1104592",44873,"CNU-C-NN2010803","NULL","elytron","holotype",219691,"length","4.8"
"25584",107068,"1104593",44873,"CNU-C-NN2010804","NULL","elytron","holotype",219694,"width","2"
"25585",107068,"1104593",44873,"CNU-C-NN2010804","NULL","elytron","holotype",219695,"length","6.5"
"25588",107070,"1104594",44873,"CNU-C-NN2010805","NULL","elytron","holotype",219698,"width","1.6"
"25589",107070,"1104594",44873,"CNU-C-NN2010805","NULL","elytron","holotype",219699,"length","5"
"25592",107072,"1104595",44873,"CNU-C-NN2010806","NULL","elytron","holotype",219702,"width","2.4"
"25593",107072,"1104595",44873,"CNU-C-NN2010806","NULL","elytron","holotype",219703,"length","6.7"
"25596",107074,"1104595",44873,"CNU-C-NN2010807","NULL","elytron","paratype",219706,"width","1.9"
"25597",107074,"1104595",44873,"CNU-C-NN2010807","NULL","elytron","paratype",219707,"length","5"
"25598",107075,"1104596",44874,"CNU-C-NN2006017","NULL","elytron","holotype",219708,"width","3"
"25599",107075,"1104596",44874,"CNU-C-NN2006017","NULL","elytron","holotype",219709,"length","7"
"25602",107077,"1104597",44874,"CNU-C-LB2006012","NULL","elytron","holotype",219712,"width","2.8"
"25603",107077,"1104597",44874,"CNU-C-LB2006012","NULL","elytron","holotype",219713,"length","6.5"
"25606",107079,"1104598",44875,"CNU-C-NN2006001","NULL","elytron","holotype",219716,"width","3"
"25607",107079,"1104598",44875,"CNU-C-NN2006001","NULL","elytron","holotype",219717,"length","9"
"25610",107081,"1104599",44875,"CNU-C-NN2006002","NULL","elytron","holotype",219720,"width","2.8"
"25611",107081,"1104599",44875,"CNU-C-NN2006002","NULL","elytron","holotype",219721,"length","7.5"
"25614",107083,"1104600",44875,"CNU-C-NN2006003","NULL","elytron","holotype",219724,"width","2.5"
"25615",107083,"1104600",44875,"CNU-C-NN2006003","NULL","elytron","holotype",219725,"length","7"
"25616",107084,"1104601",44875,"CNU-C-NN2006004","NULL","elytron","holotype",219726,"width","5.2"
"25617",107084,"1104601",44875,"CNU-C-NN2006004","NULL","elytron","holotype",219727,"length","16"
"25620",107086,"1104602",44875,"CNU-C-NN2006013","NULL","elytron","holotype",219730,"width","4"
"25621",107086,"1104602",44875,"CNU-C-NN2006013","NULL","elytron","holotype",219731,"length","15"
"25624",107088,"1104603",44875,"CNU-C-LB2006005","NULL","elytron","holotype",219734,"width","1.9"
"25625",107088,"1104603",44875,"CNU-C-LB2006005","NULL","elytron","holotype",219735,"length","7"
"25628",107090,"1104604",44875,"CNU-C-LB2006006","NULL","elytron","holotype",219738,"width","2.5"
"25629",107090,"1104604",44875,"CNU-C-LB2006006","NULL","elytron","holotype",219739,"length","8.5"
"25634",107093,"1104606",44877,"CNU-HE-LJ2006001","NULL","hemelytron","holotype",219744,"width","3.1"
"25635",107093,"1104606",44877,"CNU-HE-LJ2006001","NULL","hemelytron","holotype",219745,"length","6.9"
"25644",107098,"1104613",44878,"CNU-HE-NN2006297","male","hemelytron","holotype",219754,"width","2.2"
"25645",107098,"1104613",44878,"CNU-HE-NN2006297","male","hemelytron","holotype",219755,"length","4.94"
"25652",107102,"1104615",44879,"NULL","male","forewing","holotype",219762,"width","3.1"
"25653",107102,"1104615",44879,"NULL","male","forewing","holotype",219763,"length","11.6"
"25654",107103,"1104615",44879,"NULL","male","hindwing","holotype",219764,"width","2.3"
"25655",107103,"1104615",44879,"NULL","male","hindwing","holotype",219765,"length","7.8"
"25658",107105,"1104616",44881,"CNU-HYM-LB-2012001","female","forewing","holotype",219768,"width","3"
"25659",107105,"1104616",44881,"CNU-HYM-LB-2012001","female","forewing","holotype",219769,"length","4"
"25661",107107,"1104617",44881,"CNU-HYM-LB-2012003","male","forewing","holotype",219771,"width","2.32"
"25662",107107,"1104617",44881,"CNU-HYM-LB-2012003","male","forewing","holotype",219772,"length","4.52"
"25665",107109,"1104618",44881,"CNU-HYM-LB-2012002","NULL","forewing","holotype",219775,"width","2.21"
"25666",107109,"1104618",44881,"CNU-HYM-LB-2012002","NULL","forewing","holotype",219776,"length","5.69"
"25669",107111,"1104620",44884,"PIN 5245/8","NULL","elytron","holotype",219779,"length","2.11"
"25672",107113,"1104662",44886,"PIN 2066/2121","NULL","wing","holotype",219782,"length","5.5"
"25675",107125,"1104663",44886,"PIN 2066/1560","NULL","wing","holotype",219804,"length","3"
"25678",107128,"1104660",44886,"PIN 2239/2162","NULL","wing","holotype",219808,"length","3"
"25681",107130,"1104665",44886,"PIN 2554/959(1132)","NULL","wing","holotype",219811,"length","3.8"
"25684",107132,"1104664",44886,"PIN 2066/1841","NULL","wing","holotype",219814,"length","2"
"25687",107144,"1104659",44886,"PIN 2239/2215","NULL","wing","holotype",219837,"length","2.8"
"25690",107175,"1104934",44915,"NIGPCAS DHG200716","NULL","wing","holotype",219897,"width","2.2"
"25691",107175,"1104934",44915,"NIGPCAS DHG200716","NULL","wing","holotype",219898,"length","5"
"25693",107177,"1104933",44915,"NIGPCAS DHG200715","NULL","wing","holotype",219900,"width","2.3"
"25694",107177,"1104933",44915,"NIGPCAS DHG200715","NULL","wing","holotype",219901,"length","4.1"
"25696",107180,"1104932",44915,"NIGPCAS DHG200714","NULL","wing","holotype",219904,"width","1.7"
"25697",107180,"1104932",44915,"NIGPCAS DHG200714","NULL","wing","holotype",219905,"length","4"
"25700",107183,"1104938",44916,"NULL","NULL","forewing","holotype",219909,"length","31"
"25701",107184,"1104938",44916,"NULL","NULL","hindwing","holotype",219910,"width","7"
"25702",107184,"1104938",44916,"NULL","NULL","hindwing","holotype",219911,"length","29"
"25703",107318,"1105174",44924,"GMRB 600 W.B.","NULL","wing","holotype",220130,"width","6.5"
"25704",107318,"1105174",44924,"GMRB 600 W.B.","NULL","wing","holotype",220131,"length","23.5"
"25707",107337,"1105179",44926,"coll Guth÷rl Nr. 1","NULL","forewing","holotype",220166,"width","2"
"25708",107337,"1105179",44926,"coll Guth÷rl Nr. 1","NULL","forewing","holotype",220167,"length","6.3"
"25709",107338,"1105180",44926,"coll Guth÷rl Nr. 2","NULL","hindwing","holotype",220168,"width","2.1"
"25710",107338,"1105180",44926,"coll Guth÷rl Nr. 2","NULL","hindwing","holotype",220169,"length","7.2"
"25711",107369,"1105208",44933,"U 5295","NULL","tegmen","holotype",220230,"width","24"
"25712",107369,"1105208",44933,"U 5295","NULL","tegmen","holotype",220231,"length","52"
"25717",107373,"1104642",37201,"NULL","NULL","hindwing","holotype",220238,"length","40"
"25718",107374,"1104643",37201,"NULL","NULL","wing","NULL",220239,"length","30"
"25719",107375,"1104644",37201,"NULL","NULL","wing","holotype",220240,"length","40"
"25720",107376,"1104645",37201,"NULL","NULL","hindwing","holotype",220241,"length","40"
"25721",107377,"1104646",37201,"NULL","NULL","hindwing","holotype",220242,"length","42"
"25722",107378,"1104647",44968,"SGWG 123/183","NULL","forewing","holotype",220243,"length","35"
"25723",107379,"1104648",37201,"NULL","NULL","forewing","holotype",220244,"length","35"
"25724",107382,"1104653",37201,"NULL","NULL","wing","holotype",220247,"length","30"
"25725",107383,"1104654",37201,"NULL","NULL","wing","holotype",220248,"length","40"
"25726",107384,"1104655",37201,"NULL","NULL","wing","holotype",220249,"length","30"
"25727",107385,"1104661",37201,"BMNH J. 481","NULL","tegmen","holotype",220250,"length","16"
"25728",107386,"1104666",37201,"NULL","NULL","tegmen","holotype",220251,"length","15"
"25729",107387,"1104667",37201,"NULL","NULL","tegmen","holotype",220252,"length","16"
"25730",107388,"1104668",37201,"NULL","NULL","tegmen","holotype",220253,"length","17"
"25731",107389,"1104669",37201,"NULL","NULL","tegmen","holotype",220254,"length","14"
"25732",107390,"1104670",37201,"NULL","NULL","hindwing","holotype",220255,"length","11"
"25733",107391,"1104671",37201,"NULL","NULL","tegmen","holotype",220256,"length","13"
"25734",107392,"1104672",37201,"NULL","NULL","tegmen","holotype",220257,"length","13"
"25735",107393,"1104673",37201,"NULL","NULL","tegmen","holotype",220258,"length","19"
"25736",107394,"1104674",37201,"NULL","NULL","hindwing","holotype",220259,"length","16"
"25737",107395,"1104675",37201,"NULL","NULL","tegmen","holotype",220260,"length","15"
"25738",107396,"1104677",37201,"NULL","NULL","tegmen","holotype",220261,"length","15"
"25739",107397,"1104678",37201,"NULL","NULL","tegmen","holotype",220262,"length","17.5"
"25740",107398,"1104679",37201,"NULL","NULL","tegmen","holotype",220263,"length","13"
"25741",107399,"1104680",37201,"NULL","NULL","tegmen","holotype",220264,"length","15"
"25742",107400,"1104681",37201,"NULL","NULL","tegmen","holotype",220265,"length","18"
"25743",107401,"1104682",37201,"NULL","NULL","tegmen","holotype",220266,"length","14"
"25744",107402,"1104685",37201,"MBI 54.1","NULL","tegmen","holotype",220267,"length","15"
"25745",107403,"969976",37201,"MBI 57.1ab","NULL","tegmen","holotype",220268,"length","11.5"
"25746",107404,"1104683",37201,"BMNH I. 482","NULL","tegmen","holotype",220269,"length","17"
"25747",107405,"1024816",37201,"MBI 58.1","NULL","tegmen","holotype",220270,"length","10.5"
"25748",107406,"1024821",37201,"GPI 123/11","NULL","tegmen","holotype",220271,"length","11"
"25749",107407,"1105316",37201,"NULL","NULL","tegmen","holotype",220272,"length","10"
"25750",107408,"1104689",37201,"NULL","NULL","tegmen","holotype",220273,"length","12.5"
"25751",107409,"1104690",37201,"NULL","NULL","tegmen","holotype",220274,"length","10"
"25752",107410,"1104691",37201,"NULL","NULL","tegmen","holotype",220275,"length","10"
"25753",107411,"1104692",37201,"NULL","female","tegmen","holotype",220276,"length","18"
"25754",107412,"1024820",37201,"NULL","NULL","tegmen","holotype",220277,"length","7.5"
"25755",107413,"1104696",37201,"NULL","NULL","tegmen","holotype",220278,"length","6"
"25756",107414,"1104697",37201,"NULL","NULL","tegmen","holotype",220279,"length","8"
"25757",107415,"1104698",37201,"NULL","NULL","tegmen","holotype",220280,"length","7"
"25758",107416,"1104699",37201,"NULL","NULL","tegmen","holotype",220281,"length","7"
"25759",107417,"1104700",37201,"NULL","NULL","hindwing","holotype",220282,"length","7.5"
"25760",107418,"1104694",37201,"NULL","NULL","hindwing","holotype",220283,"length","7"
"25761",107419,"1104701",37201,"NULL","NULL","tegmen","holotype",220284,"length","7"
"25762",107420,"1104702",37201,"NULL","NULL","tegmen","holotype",220285,"length","6"
"25763",107421,"1104703",37201,"NULL","NULL","tegmen","holotype",220286,"length","8"
"25764",107422,"1104704",37201,"NULL","NULL","tegmen","holotype",220287,"length","6"
"25765",107423,"1104705",37201,"NULL","NULL","tegmen","holotype",220288,"length","7"
"25766",107424,"1104706",37201,"NULL","NULL","hindwing","holotype",220289,"length","6"
"25767",107425,"1104707",37201,"NULL","NULL","hindwing","holotype",220290,"length","6.5"
"25768",107426,"983432",37201,"FGWG 123/31","NULL","hindwing","holotype",220291,"length","5"
"25769",107427,"1104708",37201,"NULL","NULL","forewing","holotype",220292,"length","7"
"25770",107428,"1104709",37201,"NULL","NULL","hindwing","holotype",220293,"length","11"
"25772",107430,"1104710",37201,"NULL","NULL","elytron","NULL",220295,"length","3.5"
"25776",107434,"1104715",37201,"NULL","NULL","elytron","holotype",220299,"length","4"
"25778",107436,"1104717",37201,"NULL","NULL","elytron","holotype",220301,"length","15"
"25779",107437,"1104718",37201,"NULL","NULL","elytron","holotype",220302,"length","4"
"25782",107440,"1104721",37201,"NULL","NULL","elytron","holotype",220305,"length","2.5"
"25783",107441,"1104716",37201,"NULL","NULL","elytron","holotype",220306,"length","4"
